dataset,epoch,seed,fine_tune_mode,lr,batch_size,hidden_dropout_prob,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
cfimdb,0,1,full-model,2e-05,4,0.2,0.5972242838973054,0.9267721148213239,0.9263836509776011,0.8979591836734694,0.8969705125401606,0.8979591836734694,True,checkpoints/sweep-CFIMDB-alpha-sweep-seed1-lr2em5-ep5-alpha0p75-drop0p2-cfimdb.pt
cfimdb,1,1,full-model,2e-05,4,0.2,0.20335629796836183,0.9865260691271236,0.9865256067011949,0.9551020408163265,0.9550750971011353,0.9551020408163265,True,checkpoints/sweep-CFIMDB-alpha-sweep-seed1-lr2em5-ep5-alpha0p75-drop0p2-cfimdb.pt
cfimdb,2,1,full-model,2e-05,4,0.2,0.10252954903535205,0.9917984768599882,0.9917984515278808,0.9714285714285714,0.971420953523638,0.9714285714285714,True,checkpoints/sweep-CFIMDB-alpha-sweep-seed1-lr2em5-ep5-alpha0p75-drop0p2-cfimdb.pt
cfimdb,3,1,full-model,2e-05,4,0.2,0.056301987273116916,0.9964850615114236,0.9964850603051361,0.9795918367346939,0.9795904766665001,0.9795918367346939,True,checkpoints/sweep-CFIMDB-alpha-sweep-seed1-lr2em5-ep5-alpha0p75-drop0p2-cfimdb.pt
cfimdb,4,1,full-model,2e-05,4,0.2,0.04370872193644891,0.9964850615114236,0.9964850603051361,0.9714285714285714,0.971420953523638,0.9795918367346939,False,checkpoints/sweep-CFIMDB-alpha-sweep-seed1-lr2em5-ep5-alpha0p75-drop0p2-cfimdb.pt
