dataset,epoch,seed,fine_tune_mode,lr,batch_size,hidden_dropout_prob,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
sst,0,11711,last-linear-layer,0.001,64,0.2,2.211839629642999,0.35732677902621723,0.2261378314068713,0.36330608537693004,0.23349979509396404,0.36330608537693004,True,checkpoints/sst.pt
sst,1,11711,last-linear-layer,0.001,64,0.2,1.4560677435860705,0.44803370786516855,0.31636585973411374,0.4223433242506812,0.29973878290054756,0.4223433242506812,True,checkpoints/sst.pt
sst,2,11711,last-linear-layer,0.001,64,0.2,1.4177672186894203,0.42790262172284643,0.2452194383261495,0.40417801998183467,0.2365134990166279,0.4223433242506812,False,checkpoints/sst.pt
sst,3,11711,last-linear-layer,0.001,64,0.2,1.3999275858722515,0.4734316479400749,0.35982854308756673,0.44868301544050865,0.34077536499913175,0.44868301544050865,True,checkpoints/sst.pt
sst,4,11711,last-linear-layer,0.001,64,0.2,1.391276297284596,0.4713249063670412,0.36016504168231017,0.44141689373297005,0.3375330441573249,0.44868301544050865,False,checkpoints/sst.pt
sst,5,11711,last-linear-layer,0.001,64,0.2,1.3847957689370682,0.47237827715355807,0.3572056218433256,0.43869209809264303,0.3312986604771866,0.44868301544050865,False,checkpoints/sst.pt
sst,6,11711,last-linear-layer,0.001,64,0.2,1.3740599324454124,0.479751872659176,0.3577394675569731,0.45049954586739327,0.33655617532527404,0.45049954586739327,True,checkpoints/sst.pt
sst,7,11711,last-linear-layer,0.001,64,0.2,1.3691436648368835,0.47834737827715357,0.3566815328070624,0.45322434150772023,0.33328418053843933,0.45322434150772023,True,checkpoints/sst.pt
sst,8,11711,last-linear-layer,0.001,64,0.2,1.3639522728635305,0.4790496254681648,0.3492829207798581,0.4477747502270663,0.3259052661040305,0.45322434150772023,False,checkpoints/sst.pt
sst,9,11711,last-linear-layer,0.001,64,0.2,1.3578925070477956,0.48256086142322097,0.3608691761672481,0.44686648501362397,0.3335569433459088,0.45322434150772023,False,checkpoints/sst.pt
