dataset,epoch,seed,fine_tune_mode,lr,batch_size,hidden_dropout_prob,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
cfimdb,0,11711,last-linear-layer,0.001,8,0.2,1.2058587939104186,0.7820738137082601,0.7818473394475242,0.7755102040816326,0.7755102040816326,0.7755102040816326,True,checkpoints/no-Rdrop-linear-cfimdb.pt
cfimdb,1,11711,last-linear-layer,0.001,8,0.2,0.7432752300367177,0.8283538371411834,0.8282857135990647,0.8081632653061225,0.8081504806651005,0.8081632653061225,True,checkpoints/no-Rdrop-linear-cfimdb.pt
cfimdb,2,11711,last-linear-layer,0.001,8,0.2,0.6040103694894047,0.8031634446397188,0.7991601558670031,0.8204081632653061,0.8174861167547067,0.8204081632653061,True,checkpoints/no-Rdrop-linear-cfimdb.pt
cfimdb,3,11711,last-linear-layer,0.001,8,0.2,0.5676072863078563,0.8517867603983597,0.8512966364752285,0.8204081632653061,0.8185185185185186,0.8204081632653061,False,checkpoints/no-Rdrop-linear-cfimdb.pt
cfimdb,4,11711,last-linear-layer,0.001,8,0.2,0.5028794760876727,0.6490919742237844,0.5996266811389397,0.6285714285714286,0.5675995422897151,0.8204081632653061,False,checkpoints/no-Rdrop-linear-cfimdb.pt
cfimdb,5,11711,last-linear-layer,0.001,8,0.2,0.4592551739938627,0.7937902753368483,0.7875304101838756,0.7306122448979592,0.7128090366581414,0.8204081632653061,False,checkpoints/no-Rdrop-linear-cfimdb.pt
cfimdb,6,11711,last-linear-layer,0.001,8,0.2,0.48058839594927905,0.8646748681898067,0.8645393075003788,0.8448979591836735,0.84375,0.8448979591836735,True,checkpoints/no-Rdrop-linear-cfimdb.pt
cfimdb,7,11711,last-linear-layer,0.001,8,0.2,0.4418116036941793,0.8734622144112478,0.8733961284580583,0.8530612244897959,0.853,0.8530612244897959,True,checkpoints/no-Rdrop-linear-cfimdb.pt
cfimdb,8,11711,last-linear-layer,0.001,8,0.2,0.42603261068149983,0.8799062683069713,0.8798863170251583,0.8653061224489796,0.864982214725873,0.8653061224489796,True,checkpoints/no-Rdrop-linear-cfimdb.pt
cfimdb,9,11711,last-linear-layer,0.001,8,0.2,0.4022729624341303,0.8769771528998243,0.8768300091259937,0.8489795918367347,0.847751969231286,0.8653061224489796,False,checkpoints/no-Rdrop-linear-cfimdb.pt
