dataset,epoch,seed,fine_tune_mode,lr,batch_size,hidden_dropout_prob,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
sst,0,11711,last-linear-layer,0.001,64,0.2,1.9369634576697847,0.39442883895131087,0.2850166405346455,0.3851044504995459,0.28191332403574787,0.3851044504995459,True,checkpoints/no-Rdrop-linear-sst.pt
sst,1,11711,last-linear-layer,0.001,64,0.2,1.4775028353306785,0.40168539325842695,0.27916601726549123,0.4069028156221617,0.2858246541660142,0.4069028156221617,True,checkpoints/no-Rdrop-linear-sst.pt
sst,2,11711,last-linear-layer,0.001,64,0.2,1.3839189143323187,0.3922050561797753,0.28779559731622484,0.3787465940054496,0.28683803964476234,0.4069028156221617,False,checkpoints/no-Rdrop-linear-sst.pt
sst,3,11711,last-linear-layer,0.001,64,0.2,1.353956305713796,0.46441947565543074,0.32821148187335136,0.44504995458673935,0.31812183520192183,0.44504995458673935,True,checkpoints/no-Rdrop-linear-sst.pt
sst,4,11711,last-linear-layer,0.001,64,0.2,1.3338015435346917,0.44967228464419473,0.30492740073267754,0.4305177111716621,0.29810686722264734,0.44504995458673935,False,checkpoints/no-Rdrop-linear-sst.pt
sst,5,11711,last-linear-layer,0.001,64,0.2,1.3197082503518063,0.4579822097378277,0.4001062827037275,0.4196185286103542,0.37191194769460567,0.44504995458673935,False,checkpoints/no-Rdrop-linear-sst.pt
sst,6,11711,last-linear-layer,0.001,64,0.2,1.3088912305547231,0.4729634831460674,0.3996984087086914,0.44141689373297005,0.3732919431617561,0.44504995458673935,False,checkpoints/no-Rdrop-linear-sst.pt
sst,7,11711,last-linear-layer,0.001,64,0.2,1.2980092354674837,0.4811563670411985,0.40316602017478076,0.44868301544050865,0.3783004956250003,0.44868301544050865,True,checkpoints/no-Rdrop-linear-sst.pt
sst,8,11711,last-linear-layer,0.001,64,0.2,1.285244979965153,0.4850187265917603,0.3854920240002396,0.45776566757493187,0.3618203819452569,0.45776566757493187,True,checkpoints/no-Rdrop-linear-sst.pt
sst,9,11711,last-linear-layer,0.001,64,0.2,1.2883072184092963,0.48852996254681647,0.4055628180833919,0.4604904632152589,0.37985311308697306,0.4604904632152589,True,checkpoints/no-Rdrop-linear-sst.pt
