dataset,epoch,seed,fine_tune_mode,lr,batch_size,hidden_dropout_prob,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
cfimdb,0,11711,last-linear-layer,0.001,8,0.2,1.051464492768467,0.5202108963093146,0.3744463331920874,0.5224489795918368,0.378213053946769,0.5224489795918368,True,checkpoints/no-Rdrop-mean-linear-cfimdb.pt
cfimdb,1,11711,last-linear-layer,0.001,8,0.2,0.7617517655419412,0.7744581136496778,0.7668682167517742,0.7918367346938775,0.7861360718870347,0.7918367346938775,True,checkpoints/no-Rdrop-mean-linear-cfimdb.pt
cfimdb,2,11711,last-linear-layer,0.001,8,0.2,0.570906171522965,0.8652606912712361,0.8643350583005756,0.8408163265306122,0.8383932346723044,0.8408163265306122,True,checkpoints/no-Rdrop-mean-linear-cfimdb.pt
cfimdb,3,11711,last-linear-layer,0.001,8,0.2,0.5214731062231498,0.8840070298769771,0.88395250782838,0.8693877551020408,0.869281045751634,0.8693877551020408,True,checkpoints/no-Rdrop-mean-linear-cfimdb.pt
cfimdb,4,11711,last-linear-layer,0.001,8,0.2,0.4383044711740635,0.827768014059754,0.8235801566432779,0.7673469387755102,0.7554676145616278,0.8693877551020408,False,checkpoints/no-Rdrop-mean-linear-cfimdb.pt
cfimdb,5,11711,last-linear-layer,0.001,8,0.2,0.42659261031946705,0.8933801991798477,0.8931628105312388,0.8612244897959184,0.8605531003080219,0.8693877551020408,False,checkpoints/no-Rdrop-mean-linear-cfimdb.pt
cfimdb,6,11711,last-linear-layer,0.001,8,0.2,0.41182035825728813,0.81195079086116,0.8058746317726813,0.7551020408163265,0.740025466893039,0.8693877551020408,False,checkpoints/no-Rdrop-mean-linear-cfimdb.pt
cfimdb,7,11711,last-linear-layer,0.001,8,0.2,0.3753916586392394,0.9015817223198594,0.9015816885438087,0.8857142857142857,0.8855598558654745,0.8857142857142857,True,checkpoints/no-Rdrop-mean-linear-cfimdb.pt
cfimdb,8,11711,last-linear-layer,0.001,8,0.2,0.3356823159433971,0.8986526069127123,0.8985099422528304,0.8693877551020408,0.8688963210702341,0.8857142857142857,False,checkpoints/no-Rdrop-mean-linear-cfimdb.pt
cfimdb,9,11711,last-linear-layer,0.001,8,0.2,0.32079014572027686,0.888107791446983,0.887658092092682,0.8612244897959184,0.8601973684210527,0.8857142857142857,False,checkpoints/no-Rdrop-mean-linear-cfimdb.pt
