dataset,epoch,seed,fine_tune_mode,lr,batch_size,hidden_dropout_prob,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
sst,0,1,last-linear-layer,0.001,64,0.2,1.8685776626885826,0.39829119850187267,0.3128925765407881,0.3869209809264305,0.3030554649188203,0.3869209809264305,True,checkpoints/sst.pt
sst,1,1,last-linear-layer,0.001,64,0.2,1.4796624299305587,0.4302434456928839,0.3557459214781822,0.41326067211625794,0.340770906577877,0.41326067211625794,True,checkpoints/sst.pt
sst,2,1,last-linear-layer,0.001,64,0.2,1.3804680037854322,0.4014513108614232,0.35850145657026244,0.3760217983651226,0.34691475471038336,0.41326067211625794,False,checkpoints/sst.pt
sst,3,1,last-linear-layer,0.001,64,0.2,1.3290933753127483,0.44370318352059923,0.3223605766907687,0.4178019981834696,0.3052264895117943,0.4178019981834696,True,checkpoints/sst.pt
sst,4,1,last-linear-layer,0.001,64,0.2,1.314463691924935,0.4799859550561798,0.4217664101098267,0.4550408719346049,0.39473040492450917,0.4550408719346049,True,checkpoints/sst.pt
sst,5,1,last-linear-layer,0.001,64,0.2,1.2963582072685014,0.4790496254681648,0.37205783722994423,0.44595821980018163,0.33389788740488185,0.4550408719346049,False,checkpoints/sst.pt
sst,6,1,last-linear-layer,0.001,64,0.2,1.286567992238856,0.47284644194756553,0.40184583991974226,0.4250681198910082,0.3675605322205534,0.4550408719346049,False,checkpoints/sst.pt
sst,7,1,last-linear-layer,0.001,64,0.2,1.2921377028991927,0.4542368913857678,0.30470835229722326,0.4305177111716621,0.2893634617480095,0.4550408719346049,False,checkpoints/sst.pt
sst,8,1,last-linear-layer,0.001,64,0.2,1.2736851252726655,0.481624531835206,0.36663425411653083,0.44686648501362397,0.3386668008496885,0.4550408719346049,False,checkpoints/sst.pt
sst,9,1,last-linear-layer,0.001,64,0.2,1.2676008610583063,0.4720271535580524,0.46175612447373704,0.42052679382379654,0.41099558033076067,0.4550408719346049,False,checkpoints/sst.pt
