dataset,epoch,seed,fine_tune_mode,lr,batch_size,hidden_dropout_prob,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
cfimdb,0,11711,full-model,2e-05,8,0.2,0.3618055246248145,0.9806678383128296,0.9806671748321493,0.9714285714285714,0.9714266673331,0.9714285714285714,True,checkpoints/base-full-lr2e-5-ep5-cfimdb.pt
cfimdb,1,11711,full-model,2e-05,8,0.2,0.09674809358075095,0.9865260691271236,0.9865245707519242,0.9428571428571428,0.9426958032611601,0.9714285714285714,False,checkpoints/base-full-lr2e-5-ep5-cfimdb.pt
cfimdb,2,11711,full-model,2e-05,8,0.2,0.05701732820592969,0.9853544229642648,0.9853515273027966,0.9142857142857143,0.9137106918238993,0.9714285714285714,False,checkpoints/base-full-lr2e-5-ep5-cfimdb.pt
cfimdb,3,11711,full-model,2e-05,8,0.2,0.046495688015651654,0.9824253075571178,0.9824195094353095,0.9346938775510204,0.9345094894413258,0.9714285714285714,False,checkpoints/base-full-lr2e-5-ep5-cfimdb.pt
cfimdb,4,11711,full-model,2e-05,8,0.2,0.027936863283344944,0.9982425307557118,0.9982425283431342,0.9714285714285714,0.971420953523638,0.9714285714285714,False,checkpoints/base-full-lr2e-5-ep5-cfimdb.pt
