dataset,epoch,seed,fine_tune_mode,lr,batch_size,hidden_dropout_prob,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
cfimdb,0,1,last-linear-layer,0.001,8,0.2,0.7090312745248046,0.7533684827182191,0.7512372420501336,0.7183673469387755,0.715159480361927,0.7183673469387755,True,checkpoints/cfimdb.pt
cfimdb,1,1,last-linear-layer,0.001,8,0.2,0.5282287039210863,0.7363796133567663,0.7219394699347843,0.7306122448979592,0.7173867449664428,0.7306122448979592,True,checkpoints/cfimdb.pt
cfimdb,2,1,last-linear-layer,0.001,8,0.2,0.48160863834842343,0.8429994141769186,0.8427852694956494,0.8244897959183674,0.823914823914824,0.8244897959183674,True,checkpoints/cfimdb.pt
cfimdb,3,1,last-linear-layer,0.001,8,0.2,0.442398319595328,0.8388986526069128,0.8373605867456977,0.8081632653061225,0.8068763102725367,0.8244897959183674,False,checkpoints/cfimdb.pt
cfimdb,4,1,last-linear-layer,0.001,8,0.2,0.4214364571549068,0.8646748681898067,0.8643463776058358,0.8367346938775511,0.8355263157894737,0.8367346938775511,True,checkpoints/cfimdb.pt
cfimdb,5,1,last-linear-layer,0.001,8,0.2,0.42264947935799574,0.862331575864089,0.8619128382558012,0.8285714285714286,0.8283397837982116,0.8367346938775511,False,checkpoints/cfimdb.pt
cfimdb,6,1,last-linear-layer,0.001,8,0.2,0.3868720803374999,0.820738137082601,0.8163793467103506,0.7428571428571429,0.7286821705426356,0.8367346938775511,False,checkpoints/cfimdb.pt
cfimdb,7,1,last-linear-layer,0.001,8,0.2,0.3866429763419606,0.8611599297012302,0.8603748449075312,0.8040816326530612,0.799509001636661,0.8367346938775511,False,checkpoints/cfimdb.pt
cfimdb,8,1,last-linear-layer,0.001,8,0.2,0.3625948812429593,0.8652606912712361,0.8641980347610971,0.8081632653061225,0.804396201736058,0.8367346938775511,False,checkpoints/cfimdb.pt
cfimdb,9,1,last-linear-layer,0.001,8,0.2,0.3660104055584313,0.8640890451083773,0.8628072100834747,0.7959183673469388,0.7900383929795695,0.8367346938775511,False,checkpoints/cfimdb.pt
