dataset,epoch,seed,model_size,lr,batch_size,weight_decay,dropout,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
quora,0,11711,gpt2,1e-05,8,0.01,0.0,0.3574599808710448,0.8326448836231418,0.8221194312240884,0.8701179846150041,0.8630314694115513,0,True,checkpoints/base-gpt2-wd001-lr1e-05-ep3-bs8-wd0.01-drop0-quora.pt
quora,1,11711,gpt2,1e-05,8,0.01,0.0,0.27059373849691337,0.8818457754864789,0.8745120866046301,0.8849588166909892,0.8772232705899177,0.8701179846150041,True,checkpoints/base-gpt2-wd001-lr1e-05-ep3-bs8-wd0.01-drop0-quora.pt
quora,2,11711,gpt2,1e-05,8,0.01,0.0,0.22072505907065568,0.9064709561382741,0.9005895493895306,0.8936407034554404,0.8862258758453149,0.8849588166909892,True,checkpoints/base-gpt2-wd001-lr1e-05-ep3-bs8-wd0.01-drop0-quora.pt
