dataset,epoch,seed,model_size,lr,batch_size,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
quora,0,11711,gpt2,2e-05,4,0.34396118919411073,0.8416377211548994,0.831558410709186,0.8756338272032452,0.8686521123038362,0,True,checkpoints/base-gpt2-lr2e-05-ep5-bs4-quora.pt
quora,1,11711,gpt2,2e-05,4,0.24759862354071194,0.8944534156881729,0.8877840819976227,0.8865171040589676,0.8777564773676148,0.8756338272032452,True,checkpoints/base-gpt2-lr2e-05-ep5-bs4-quora.pt
quora,2,11711,gpt2,2e-05,4,0.1891847036495061,0.9219690250633386,0.916923149254102,0.8955947463454451,0.8890233244793485,0.8865171040589676,True,checkpoints/base-gpt2-lr2e-05-ep5-bs4-quora.pt
quora,3,11711,gpt2,2e-05,4,0.14312629568828122,0.9434811645106236,0.9397149177212936,0.8939375200969601,0.8867741729601344,0.8955947463454451,False,checkpoints/base-gpt2-lr2e-05-ep5-bs4-quora.pt
quora,4,11711,gpt2,2e-05,4,0.10887592140989165,0.9579580428476023,0.9550637545606475,0.8948032353013926,0.8887751459222168,0.8955947463454451,False,checkpoints/base-gpt2-lr2e-05-ep5-bs4-quora.pt
