dataset,epoch,seed,model_size,lr,batch_size,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
quora,0,11711,gpt2,0.0001,4,0.40360390641302113,0.8075709444776203,0.7936496187898257,0.8447401617650696,0.8350940947419188,0,True,checkpoints/base-gpt2-lr0.0001-ep5-bs4-quora.pt
quora,1,11711,gpt2,0.0001,4,0.31712743788197456,0.8585704038473091,0.849181161744298,0.8561181330233248,0.8441163599431561,0.8447401617650696,True,checkpoints/base-gpt2-lr0.0001-ep5-bs4-quora.pt
quora,2,11711,gpt2,0.0001,4,0.259531217913911,0.8888032989049586,0.8814474440469446,0.8637364268223305,0.8549130966829284,0.8561181330233248,True,checkpoints/base-gpt2-lr0.0001-ep5-bs4-quora.pt
quora,3,11711,gpt2,0.0001,4,0.20517384402684094,0.9159054851008647,0.9102881474327426,0.8695243513319647,0.8608722595150713,0.8637364268223305,True,checkpoints/base-gpt2-lr0.0001-ep5-bs4-quora.pt
quora,4,11711,gpt2,0.0001,4,0.1551177796200976,0.9384600163249153,0.9342651684120662,0.8668530015582874,0.8578169065137409,0.8695243513319647,False,checkpoints/base-gpt2-lr0.0001-ep5-bs4-quora.pt
