dataset,epoch,seed,model_size,lr,batch_size,weight_decay,dropout,use_lora,freeze_gpt,lora_rank,lora_alpha,lora_dropout,lora_targets,resume_from,start_epoch,trainable_parameters,total_parameters,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
quora,5,11711,gpt2,0.0001,8,0.0,0.1,True,True,8,16.0,0.1,"query,value",checkpoints/base-gpt2-lora-r8-a16-qv-lr1e-4-ep5-bs8-drop0.1-loradrop0.1-quora.pt,5,296450,125326850,0.2875362983979414,0.8719094850584623,0.8640804546999539,0.8717504761433624,0.8646692901207063,0,True,checkpoints/base-gpt2-lora-r8-a16-qv-lr1e-4-ep10-bs8-drop0.1-loradrop0.1-quora.pt
quora,6,11711,gpt2,0.0001,8,0.0,0.1,True,True,8,16.0,0.1,"query,value",checkpoints/base-gpt2-lora-r8-a16-qv-lr1e-4-ep5-bs8-drop0.1-loradrop0.1-quora.pt,5,296450,125326850,0.2786295812855628,0.8756974307692851,0.8680256462142986,0.8717752108634891,0.8627617290550161,0.8717504761433624,True,checkpoints/base-gpt2-lora-r8-a16-qv-lr1e-4-ep10-bs8-drop0.1-loradrop0.1-quora.pt
quora,7,11711,gpt2,0.0001,8,0.0,0.1,True,True,8,16.0,0.1,"query,value",checkpoints/base-gpt2-lora-r8-a16-qv-lr1e-4-ep5-bs8-drop0.1-loradrop0.1-quora.pt,5,296450,125326850,0.2701821415430185,0.8807821825210334,0.8734340642720264,0.8759801132850181,0.8682899956225532,0.8717752108634891,True,checkpoints/base-gpt2-lora-r8-a16-qv-lr1e-4-ep10-bs8-drop0.1-loradrop0.1-quora.pt
quora,8,11711,gpt2,0.0001,8,0.0,0.1,True,True,8,16.0,0.1,"query,value",checkpoints/base-gpt2-lora-r8-a16-qv-lr1e-4-ep5-bs8-drop0.1-loradrop0.1-quora.pt,5,296450,125326850,0.26316431235991933,0.8842450433387632,0.8770207266394768,0.8766974201686908,0.8701869344963175,0.8759801132850181,True,checkpoints/base-gpt2-lora-r8-a16-qv-lr1e-4-ep10-bs8-drop0.1-loradrop0.1-quora.pt
quora,9,11711,gpt2,0.0001,8,0.0,0.1,True,True,8,16.0,0.1,"query,value",checkpoints/base-gpt2-lora-r8-a16-qv-lr1e-4-ep5-bs8-drop0.1-loradrop0.1-quora.pt,5,296450,125326850,0.2566815748130623,0.887036533181627,0.8799562580579623,0.8783546464171758,0.8698142578384367,0.8766974201686908,True,checkpoints/base-gpt2-lora-r8-a16-qv-lr1e-4-ep10-bs8-drop0.1-loradrop0.1-quora.pt
