dataset,epoch,seed,model_size,lr,batch_size,weight_decay,dropout,use_lora,freeze_gpt,lora_rank,lora_alpha,lora_dropout,lora_targets,resume_from,start_epoch,trainable_parameters,total_parameters,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
quora,0,11711,gpt2,0.0001,8,0.01,0.1,True,True,8,16.0,0.1,"query,value",,,296450,125326850,0.4111066508253499,0.798376695653403,0.7854851081625316,0.8370229290855574,0.831020056796453,0,True,checkpoints/base-gpt2-lora-r8-a16-qv-lr1e-4-ep3-bs8-wd0.01-drop0.1-loradrop0.1-quora.pt
quora,1,11711,gpt2,0.0001,8,0.01,0.1,True,True,8,16.0,0.1,"query,value",,,296450,125326850,0.349701317114549,0.8381253908969163,0.8285623267807071,0.8451359172870959,0.8398126636824721,0.8370229290855574,True,checkpoints/base-gpt2-lora-r8-a16-qv-lr1e-4-ep3-bs8-wd0.01-drop0.1-loradrop0.1-quora.pt
quora,2,11711,gpt2,0.0001,8,0.01,0.1,True,True,8,16.0,0.1,"query,value",,,296450,125326850,0.32786295207340843,0.8498920506143044,0.8408574148322823,0.8547329886962329,0.8487761458329541,0.8451359172870959,True,checkpoints/base-gpt2-lora-r8-a16-qv-lr1e-4-ep3-bs8-wd0.01-drop0.1-loradrop0.1-quora.pt
