dataset,epoch,seed,model_size,lr,batch_size,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
quora,0,11711,gpt2,2e-05,8,0.34612349906590173,0.8397119465164681,0.829615390420007,0.8743228870365332,0.8667800741744576,0,True,checkpoints/base-gpt2-lr2e-05-ep5-bs8-quora.pt
quora,1,11711,gpt2,2e-05,8,0.25173801720781575,0.8916442581880758,0.8848888500411112,0.8860966138168147,0.8782787306262583,0.8743228870365332,True,checkpoints/base-gpt2-lr2e-05-ep5-bs8-quora.pt
quora,2,11711,gpt2,2e-05,8,0.19351021075257605,0.9200079151104406,0.914873829267443,0.8936159687353138,0.8867156201236135,0.8860966138168147,True,checkpoints/base-gpt2-lr2e-05-ep5-bs8-quora.pt
quora,3,11711,gpt2,2e-05,8,0.14699240657924234,0.9411879026017392,0.9372996157881128,0.8916124564050558,0.885585509261729,0.8936159687353138,False,checkpoints/base-gpt2-lr2e-05-ep5-bs8-quora.pt
quora,4,11711,gpt2,2e-05,8,0.11212999072419264,0.9565446302689371,0.9535924165485621,0.8945311533799996,0.8878367038396394,0.8936159687353138,True,checkpoints/base-gpt2-lr2e-05-ep5-bs8-quora.pt
