dataset,epoch,seed,model_size,lr,batch_size,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
quora,0,11711,gpt2,1e-05,8,0.3574262566063826,0.8327296883778618,0.822212817878041,0.8721214969452621,0.864991314712638,0,True,checkpoints/base-gpt2-lr1e-05-ep5-bs8-quora.pt
quora,1,11711,gpt2,1e-05,8,0.27028595762022545,0.8816973671657191,0.8743940725475281,0.884760938929976,0.8768051025169437,0.8721214969452621,True,checkpoints/base-gpt2-lr1e-05-ep5-bs8-quora.pt
quora,2,11711,gpt2,1e-05,8,0.22052579309634715,0.9067324374653272,0.9008493450797523,0.8940364589774666,0.8868647585851909,0.884760938929976,True,checkpoints/base-gpt2-lr1e-05-ep5-bs8-quora.pt
quora,3,11711,gpt2,1e-05,8,0.1802566320845699,0.9258382419974347,0.9210614342639292,0.8932449479334141,0.8870793499840097,0.8940364589774666,False,checkpoints/base-gpt2-lr1e-05-ep5-bs8-quora.pt
quora,4,11711,gpt2,1e-05,8,0.14584090972835542,0.9414670515860256,0.9376036566898205,0.8952979297039254,0.8886678813239625,0.8940364589774666,True,checkpoints/base-gpt2-lr1e-05-ep5-bs8-quora.pt
