dataset,epoch,seed,fine_tune_mode,lr,batch_size,hidden_dropout_prob,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
sst,0,1,full-model,2e-05,64,0.2,1.7719197531244648,0.3698501872659176,0.24223031434781683,0.36966394187102636,0.2509798761270125,0.36966394187102636,True,checkpoints/sweep-SST-mlp-lr-sweep-seed1-lr2em5-drop0p2-sst.pt
sst,1,1,full-model,2e-05,64,0.2,1.3563357538251735,0.502691947565543,0.3735324028482512,0.46684831970935514,0.3434135004013319,0.46684831970935514,True,checkpoints/sweep-SST-mlp-lr-sweep-seed1-lr2em5-drop0p2-sst.pt
sst,2,1,full-model,2e-05,64,0.2,1.179120300865885,0.5275046816479401,0.4621075601283473,0.47411444141689374,0.4092515105313458,0.47411444141689374,True,checkpoints/sweep-SST-mlp-lr-sweep-seed1-lr2em5-drop0p2-sst.pt
sst,3,1,full-model,2e-05,64,0.2,1.1187432955450087,0.5539559925093633,0.5017439224365334,0.4977293369663942,0.45241791001564274,0.4977293369663942,True,checkpoints/sweep-SST-mlp-lr-sweep-seed1-lr2em5-drop0p2-sst.pt
sst,4,1,full-model,2e-05,64,0.2,1.0830601017866561,0.5718632958801498,0.5353324426986242,0.5049954586739328,0.4707596465424798,0.5049954586739328,True,checkpoints/sweep-SST-mlp-lr-sweep-seed1-lr2em5-drop0p2-sst.pt
