dataset,epoch,seed,fine_tune_mode,lr,batch_size,hidden_dropout_prob,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
sst,0,1,full-model,2e-05,64,0.3,1.8293066620826721,0.3506554307116105,0.18677072266277944,0.3578564940962761,0.19346869656750898,0.3578564940962761,True,checkpoints/sweep-SST-mlp-dropout-sweep-seed1-lr2em5-drop0p3-sst.pt
sst,1,1,full-model,2e-05,64,0.3,1.4044228952322433,0.4863061797752809,0.35435722228997746,0.46139872842870117,0.337730211523468,0.46139872842870117,True,checkpoints/sweep-SST-mlp-dropout-sweep-seed1-lr2em5-drop0p3-sst.pt
sst,2,1,full-model,2e-05,64,0.3,1.222134675552596,0.5114700374531835,0.4140813033225947,0.46866485013623976,0.3709751425475326,0.46866485013623976,True,checkpoints/sweep-SST-mlp-dropout-sweep-seed1-lr2em5-drop0p3-sst.pt
sst,3,1,full-model,2e-05,64,0.3,1.1462261983707769,0.53312265917603,0.473785125434439,0.4904632152588556,0.4426176346614762,0.4904632152588556,True,checkpoints/sweep-SST-mlp-dropout-sweep-seed1-lr2em5-drop0p3-sst.pt
sst,4,1,full-model,2e-05,64,0.3,1.1107058267095196,0.555126404494382,0.4992991814129434,0.5022706630336058,0.45515100523114416,0.5022706630336058,True,checkpoints/sweep-SST-mlp-dropout-sweep-seed1-lr2em5-drop0p3-sst.pt
