dataset,epoch,seed,fine_tune_mode,lr,batch_size,hidden_dropout_prob,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
cfimdb,0,11711,last-linear-layer,0.001,8,0.2,0.7280324438464976,0.5700058582308143,0.47148581841496956,0.5755102040816327,0.48,0.5755102040816327,True,checkpoints/cfimdb.pt
cfimdb,1,11711,last-linear-layer,0.001,8,0.2,0.5737156331121365,0.6572934973637962,0.6207313548420421,0.6693877551020408,0.6381357013912947,0.6693877551020408,True,checkpoints/cfimdb.pt
cfimdb,2,11711,last-linear-layer,0.001,8,0.2,0.5197504437833189,0.6953719976567077,0.6658988256549232,0.673469387755102,0.6333981744725423,0.673469387755102,True,checkpoints/cfimdb.pt
cfimdb,3,11711,last-linear-layer,0.001,8,0.2,0.447264634351307,0.8324545987111892,0.8301461808445201,0.8244897959183674,0.821043333503202,0.8244897959183674,True,checkpoints/cfimdb.pt
cfimdb,4,11711,last-linear-layer,0.001,8,0.2,0.42889568564769265,0.7896895137668424,0.7815243699618067,0.7428571428571429,0.725262989266834,0.8244897959183674,False,checkpoints/cfimdb.pt
cfimdb,5,11711,last-linear-layer,0.001,8,0.2,0.3962131577117421,0.8295254833040422,0.8260876415186491,0.7877551020408163,0.7796457727964576,0.8244897959183674,False,checkpoints/cfimdb.pt
cfimdb,6,11711,last-linear-layer,0.001,8,0.2,0.3787557815558442,0.8670181605155243,0.8664837010735016,0.8448979591836735,0.8432659932659933,0.8448979591836735,True,checkpoints/cfimdb.pt
cfimdb,7,11711,last-linear-layer,0.001,8,0.2,0.3684096300504475,0.8810779144698301,0.8810764451939779,0.8571428571428571,0.8571047676181907,0.8571428571428571,True,checkpoints/cfimdb.pt
cfimdb,8,11711,last-linear-layer,0.001,8,0.2,0.35876943386882265,0.8758055067369654,0.8754967962832481,0.8489795918367347,0.8475163585594375,0.8571428571428571,False,checkpoints/cfimdb.pt
cfimdb,9,11711,last-linear-layer,0.001,8,0.2,0.35007324397006884,0.8799062683069713,0.879747629299606,0.8653061224489796,0.8647292074486774,0.8653061224489796,True,checkpoints/cfimdb.pt
