dataset,epoch,seed,fine_tune_mode,lr,batch_size,hidden_dropout_prob,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
sst,0,11711,last-linear-layer,0.001,64,0.2,1.6496682758651562,0.4211142322097378,0.3062287838715533,0.4150772025431426,0.3027354542427959,0,True,checkpoints/base-linear-sst.pt
sst,1,11711,last-linear-layer,0.001,64,0.2,1.402882829975726,0.42228464419475653,0.3028417837949252,0.40417801998183467,0.28379560408510357,0.4150772025431426,False,checkpoints/base-linear-sst.pt
sst,2,11711,last-linear-layer,0.001,64,0.2,1.3604597667259957,0.3723080524344569,0.2708823843461758,0.36330608537693004,0.2745560670099053,0.4150772025431426,False,checkpoints/base-linear-sst.pt
sst,3,11711,last-linear-layer,0.001,64,0.2,1.3262769433099832,0.4654728464419476,0.3739376792245921,0.4368755676657584,0.34246099827181364,0.4150772025431426,True,checkpoints/base-linear-sst.pt
sst,4,11711,last-linear-layer,0.001,64,0.2,1.3029476341916555,0.44978932584269665,0.3120594563501535,0.4323342415985468,0.303062371391471,0.4368755676657584,False,checkpoints/base-linear-sst.pt
sst,5,11711,last-linear-layer,0.001,64,0.2,1.2888994612800542,0.47249531835205993,0.3608939661622007,0.44141689373297005,0.33105233667058015,0.4368755676657584,True,checkpoints/base-linear-sst.pt
sst,6,11711,last-linear-layer,0.001,64,0.2,1.2845358688439896,0.47869850187265917,0.35962337007376466,0.45776566757493187,0.3444151592266763,0.44141689373297005,True,checkpoints/base-linear-sst.pt
sst,7,11711,last-linear-layer,0.001,64,0.2,1.278947353807848,0.4790496254681648,0.43900417917994616,0.44141689373297005,0.40013890052086776,0.45776566757493187,False,checkpoints/base-linear-sst.pt
sst,8,11711,last-linear-layer,0.001,64,0.2,1.2661098868989233,0.46828183520599254,0.4250725259844934,0.43869209809264303,0.3907489208920394,0.45776566757493187,False,checkpoints/base-linear-sst.pt
sst,9,11711,last-linear-layer,0.001,64,0.2,1.2574346670463903,0.48794475655430714,0.4127754402963585,0.44868301544050865,0.37084336847259464,0.45776566757493187,False,checkpoints/base-linear-sst.pt
