dataset,epoch,seed,fine_tune_mode,lr,batch_size,hidden_dropout_prob,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
cfimdb,0,11711,last-linear-layer,0.001,8,0.2,0.6574993938486152,0.8066783831282952,0.8064146975132995,0.7795918367346939,0.7785255122539173,0,True,checkpoints/base-linear-cfimdb.pt
cfimdb,1,11711,last-linear-layer,0.001,8,0.2,0.5191177223051819,0.846514352665495,0.8459534864496219,0.8204081632653061,0.8178561773452284,0.7795918367346939,True,checkpoints/base-linear-cfimdb.pt
cfimdb,2,11711,last-linear-layer,0.001,8,0.2,0.4675943497742448,0.7322788517867604,0.7124742687913841,0.7061224489795919,0.6791793976429508,0.8204081632653061,False,checkpoints/base-linear-cfimdb.pt
cfimdb,3,11711,last-linear-layer,0.001,8,0.2,0.4502485955012179,0.8295254833040422,0.8260876415186491,0.7714285714285715,0.7619047619047619,0.8204081632653061,False,checkpoints/base-linear-cfimdb.pt
cfimdb,4,11711,last-linear-layer,0.001,8,0.2,0.4287042852456325,0.7352079671939075,0.7159005885506572,0.7142857142857143,0.6880910810417575,0.8204081632653061,False,checkpoints/base-linear-cfimdb.pt
cfimdb,5,11711,last-linear-layer,0.001,8,0.2,0.40476006708134,0.8758055067369654,0.8757788621815554,0.8571428571428571,0.8566748566748565,0.8204081632653061,True,checkpoints/base-linear-cfimdb.pt
cfimdb,6,11711,last-linear-layer,0.001,8,0.2,0.3863374530642389,0.875219683655536,0.874823772917267,0.8653061224489796,0.8651623555310952,0.8571428571428571,True,checkpoints/base-linear-cfimdb.pt
cfimdb,7,11711,last-linear-layer,0.001,8,0.2,0.37010353572109594,0.7369654364381957,0.7191435237521846,0.7387755102040816,0.7202797202797203,0.8653061224489796,False,checkpoints/base-linear-cfimdb.pt
cfimdb,8,11711,last-linear-layer,0.001,8,0.2,0.37993394640909733,0.885178676039836,0.885172016144532,0.8734693877551021,0.8730548730548731,0.8653061224489796,True,checkpoints/base-linear-cfimdb.pt
cfimdb,9,11711,last-linear-layer,0.001,8,0.2,0.3581132641427706,0.8904510837727007,0.890438901330862,0.8448979591836735,0.8441475826972009,0.8734693877551021,False,checkpoints/base-linear-cfimdb.pt
