dataset,epoch,seed,fine_tune_mode,lr,batch_size,hidden_dropout_prob,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
sst,0,11711,last-linear-layer,0.001,64,0.2,2.1167870279568346,0.3937265917602996,0.23977877884251844,0.36966394187102636,0.2304547056981879,0.36966394187102636,True,checkpoints/sst.pt
sst,1,11711,last-linear-layer,0.001,64,0.2,1.4425042164859487,0.47038857677902624,0.3455054978145643,0.44141689373297005,0.3299668996217327,0.44141689373297005,True,checkpoints/sst.pt
sst,2,11711,last-linear-layer,0.001,64,0.2,1.385160491537692,0.4721441947565543,0.40027469563970264,0.444141689373297,0.3727101946338019,0.444141689373297,True,checkpoints/sst.pt
sst,3,11711,last-linear-layer,0.001,64,0.2,1.3597832571214705,0.49063670411985016,0.42466938759361106,0.45685740236148953,0.399680780051317,0.45685740236148953,True,checkpoints/sst.pt
sst,4,11711,last-linear-layer,0.001,64,0.2,1.3400967476972894,0.43609550561797755,0.36889878636189116,0.40962761126248864,0.3353280572338459,0.45685740236148953,False,checkpoints/sst.pt
sst,5,11711,last-linear-layer,0.001,64,0.2,1.330026832979117,0.4556413857677903,0.426947253196787,0.407811080835604,0.3842059073662443,0.45685740236148953,False,checkpoints/sst.pt
sst,6,11711,last-linear-layer,0.001,64,0.2,1.32165103528037,0.5168539325842697,0.4955197356333415,0.45594913714804725,0.4360262543824668,0.45685740236148953,False,checkpoints/sst.pt
sst,7,11711,last-linear-layer,0.001,64,0.2,1.3087081322029455,0.5142790262172284,0.4362808467792629,0.46321525885558584,0.3824618998593007,0.46321525885558584,True,checkpoints/sst.pt
sst,8,11711,last-linear-layer,0.001,64,0.2,1.2972070708203671,0.5132256554307116,0.41687006140860355,0.47048138056312444,0.3699507581721367,0.47048138056312444,True,checkpoints/sst.pt
sst,9,11711,last-linear-layer,0.001,64,0.2,1.2876577234979887,0.5244616104868914,0.47206944926363964,0.4732061762034514,0.4239130348803554,0.4732061762034514,True,checkpoints/sst.pt
