dataset,epoch,seed,fine_tune_mode,lr,batch_size,hidden_dropout_prob,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
sst,0,11711,last-linear-layer,0.001,64,0.2,1.9755820462952798,0.38202247191011235,0.2165853365921798,0.37420526793823794,0.2200218345190721,0.37420526793823794,True,checkpoints/sst.pt
sst,1,11711,last-linear-layer,0.001,64,0.2,1.4450670818784344,0.413623595505618,0.3044911637220563,0.4087193460490463,0.30247278700954067,0.4087193460490463,True,checkpoints/sst.pt
sst,2,11711,last-linear-layer,0.001,64,0.2,1.4017553738693693,0.44206460674157305,0.3136939356781245,0.4232515894641235,0.30481074001536657,0.4232515894641235,True,checkpoints/sst.pt
sst,3,11711,last-linear-layer,0.001,64,0.2,1.380067270193527,0.4562265917602996,0.3753195895056899,0.4359673024523161,0.3633036203780828,0.4359673024523161,True,checkpoints/sst.pt
sst,4,11711,last-linear-layer,0.001,64,0.2,1.3612158965708605,0.4550561797752809,0.3406029001666104,0.4250681198910082,0.3103676424746891,0.4359673024523161,False,checkpoints/sst.pt
sst,5,11711,last-linear-layer,0.001,64,0.2,1.3574037035899376,0.455875468164794,0.40521019439099437,0.4396003633060854,0.4013070536152946,0.4396003633060854,True,checkpoints/sst.pt
sst,6,11711,last-linear-layer,0.001,64,0.2,1.3474877405522474,0.47284644194756553,0.4152840260064396,0.4514078110808356,0.4038271797526968,0.4514078110808356,True,checkpoints/sst.pt
sst,7,11711,last-linear-layer,0.001,64,0.2,1.3401281887025975,0.48384831460674155,0.4214195581145598,0.46321525885558584,0.40803936820599207,0.46321525885558584,True,checkpoints/sst.pt
sst,8,11711,last-linear-layer,0.001,64,0.2,1.3335481926576416,0.48478464419475653,0.4132167244443076,0.45958219800181654,0.3935386956713639,0.46321525885558584,False,checkpoints/sst.pt
sst,9,11711,last-linear-layer,0.001,64,0.2,1.3276253769646829,0.48443352059925093,0.4177723669609311,0.46139872842870117,0.40035358478434435,0.46321525885558584,False,checkpoints/sst.pt
