dataset,epoch,seed,fine_tune_mode,lr,batch_size,hidden_dropout_prob,train_loss,train_acc,train_f1,dev_acc,dev_f1,best_dev_acc,is_best,checkpoint_path
sst,0,11711,last-linear-layer,0.001,64,0.2,2.1691355651883937,0.3540496254681648,0.18049720311636472,0.335149863760218,0.17346613160566648,0.335149863760218,True,checkpoints/sst.pt
sst,1,11711,last-linear-layer,0.001,64,0.2,1.4674284733943086,0.41374063670411987,0.29105717032790857,0.4032697547683924,0.2869874925119242,0.4032697547683924,True,checkpoints/sst.pt
sst,2,11711,last-linear-layer,0.001,64,0.2,1.4329891809776647,0.4363295880149813,0.3111687120146821,0.4214350590372389,0.30437175643048114,0.4214350590372389,True,checkpoints/sst.pt
sst,3,11711,last-linear-layer,0.001,64,0.2,1.4160986676144955,0.4431179775280899,0.32509565808761226,0.4259763851044505,0.31432652815622386,0.4259763851044505,True,checkpoints/sst.pt
sst,4,11711,last-linear-layer,0.001,64,0.2,1.4010372953628427,0.4396067415730337,0.2928982045206301,0.4178019981834696,0.26923490492096436,0.4259763851044505,False,checkpoints/sst.pt
sst,5,11711,last-linear-layer,0.001,64,0.2,1.397922005226363,0.457748127340824,0.3862678382750459,0.4368755676657584,0.3740873584639364,0.4368755676657584,True,checkpoints/sst.pt
sst,6,11711,last-linear-layer,0.001,64,0.2,1.3881904518426353,0.46125936329588013,0.38038230141650553,0.44504995458673935,0.3716240445830378,0.44504995458673935,True,checkpoints/sst.pt
sst,7,11711,last-linear-layer,0.001,64,0.2,1.382407892995806,0.4714419475655431,0.39353497830910095,0.45231607629427795,0.37844012367537977,0.45231607629427795,True,checkpoints/sst.pt
sst,8,11711,last-linear-layer,0.001,64,0.2,1.3769161389834845,0.4705056179775281,0.3792504310553326,0.44595821980018163,0.35641584085545724,0.45231607629427795,False,checkpoints/sst.pt
sst,9,11711,last-linear-layer,0.001,64,0.2,1.3720585276831443,0.47062265917602997,0.38368523862031106,0.44868301544050865,0.3642932265534316,0.45231607629427795,False,checkpoints/sst.pt
